1.08395	0.00000	0.00000	-17.0
1.29414	0.00000	0.00000	-17.0
1.48409	0.00000	0.00000	-17.0
1.68437	0.00000	0.00000	-17.0
1.88386	0.00000	0.00000	-17.0
2.08334	0.00000	0.00000	-17.0
2.28452	0.00000	0.00000	-17.0
2.48433	0.00000	0.00000	-17.0
2.68393	0.00000	0.00000	-17.0
2.88412	0.00000	0.00000	-17.0
3.07371	0.00000	0.00000	-17.0
3.28430	0.00000	0.00000	-17.0
3.47398	0.00000	0.00000	-17.0
3.68431	0.00000	0.00000	-17.0
3.88361	0.00000	0.00000	-17.0
4.08334	0.00000	0.00000	-17.0
4.28351	0.00000	0.00000	-17.0
4.48435	0.00000	0.00000	-17.0
4.68445	0.00000	0.00000	-17.0
4.88405	0.00000	0.00000	-17.0
5.08419	0.00000	0.00000	-17.0
5.28390	0.00000	0.00000	-17.0
5.48391	0.00000	0.00000	-17.0
5.68398	0.00000	0.00000	-17.0
5.88345	0.00000	0.00000	-17.0
6.08351	0.00000	0.00000	-17.0
6.28363	0.00000	0.00000	-17.0
6.48412	0.00000	0.00000	-17.0
6.69449	0.00000	0.00000	-17.0
6.88411	0.00000	0.00000	-17.0
7.09417	0.00000	0.00000	-17.0
7.28426	0.00000	0.00000	-17.0
7.48420	0.00000	0.00000	-17.0
7.68391	0.00000	0.00000	-17.0
7.88383	0.00000	0.00000	-17.0
8.08334	0.00000	0.00000	-17.0
8.28390	0.00000	0.00000	-17.0
8.48389	0.00000	0.00000	-17.0
8.68425	0.00000	0.00000	-17.0
8.88436	0.00000	0.00000	-17.0
9.08350	0.00000	0.00000	-17.0
9.28439	0.00000	0.00000	-17.0
9.48441	0.00000	0.00000	-17.0
9.68423	0.00000	0.00000	-17.0
9.88422	0.00000	0.00000	-17.0
10.08344	0.00000	0.00000	-17.0
10.28432	0.00000	0.00000	-17.0
10.48400	0.00000	0.00000	-17.0
10.68380	0.00000	0.00000	-17.0
10.88413	0.00000	0.00000	-17.0
11.08354	0.00000	0.00000	-17.0
11.28426	0.00000	0.00000	-17.0
11.48382	0.00000	0.00000	-17.0
11.68389	0.00000	0.00000	-17.0
11.88414	0.00000	0.00000	-17.0
12.08339	0.00000	0.00000	-17.0
12.28401	0.00000	0.00000	-17.0
12.48418	0.00000	0.00000	-17.0
12.68429	0.00000	0.00000	-17.0
12.88438	0.00000	0.00000	-17.0
13.08332	0.00000	0.00000	-17.0
13.28364	0.00000	0.00000	-17.0
13.48444	0.00000	0.00000	-17.0
13.68404	0.00000	0.00000	-17.0
13.88404	0.00000	0.00000	-17.0
14.08368	0.00000	0.00000	-17.0
14.28442	0.00000	0.00000	-17.0
14.48337	0.00000	0.00000	-17.0
14.68412	0.00000	0.00000	-17.0
14.88443	0.00000	0.00000	-17.0
15.08354	0.00000	0.00000	-17.0
15.28428	0.00000	0.00000	-17.0
15.48435	0.00000	0.00000	-17.0
15.68434	0.00000	0.00000	-17.0
15.88430	0.00000	0.00000	-17.0
16.08335	0.00000	0.00000	-17.0
16.28408	0.00000	0.00000	-17.0
16.48414	0.00000	0.00000	-17.0
16.69414	0.00000	0.00000	-17.0
16.88386	0.00000	0.00000	-17.0
17.08340	0.00000	0.00000	-17.0
17.28409	0.00000	0.00000	-17.0
17.48407	0.00000	0.00000	-17.0
17.68462	0.00000	0.00000	-17.0
17.87424	0.00000	0.00000	-17.0
18.08330	0.00000	0.00000	-17.0
18.28427	0.00000	0.00000	-17.0
18.48425	0.00000	0.00000	-17.0
18.68369	0.00000	0.00000	-17.0
18.88427	0.00000	0.00000	-17.0
19.08329	0.00000	0.00000	-17.0
19.28390	0.00000	0.00000	-17.0
19.48421	0.00000	0.00000	-17.0
19.68382	0.00000	0.00000	-17.0
19.89423	0.00000	0.00000	-17.0
20.08350	0.00000	0.00000	-17.0
20.28369	0.00000	0.00000	-17.0
20.48415	0.00000	0.00000	-17.0
20.68420	0.00000	0.00000	-17.0
20.88429	0.00000	0.00000	-17.0
21.08360	0.00000	0.00000	-17.0
21.28387	0.00000	0.00000	-17.0
21.48387	0.00000	0.00000	-17.0
21.69378	45.06326	21.37227	10634.7
21.89450	45.18777	21.33542	10681.1
22.09398	45.18708	21.33612	10680.8
22.29439	45.02769	21.03520	10621.3
22.49418	45.02699	21.03589	10621.0
22.69406	45.36619	21.96182	10747.9
22.89421	45.02559	21.03729	10620.5
23.09340	45.01273	21.57278	10615.9
23.29410	45.01203	21.57348	10615.6
23.49431	45.01134	21.57417	10615.4
23.68413	45.32225	22.45647	10731.7
23.89405	45.60781	22.73300	10838.4
24.09355	45.16327	22.15623	10672.3
24.28452	44.67680	20.95820	10490.4
24.49386	44.67608	20.95889	10490.1
24.69400	44.25574	20.73838	10333.4
24.89394	44.87939	21.61473	10566.2
25.09425	44.87869	21.61542	10565.9
25.28409	44.88559	21.34909	10568.4
25.48412	44.37562	20.69488	10378.1
25.69401	44.87660	21.61749	10565.1
25.89408	46.02558	22.71109	10994.2
26.09336	45.75196	23.03903	10892.3
26.28375	45.88950	22.17985	10943.2
26.48398	45.91332	23.35737	10952.7
26.69410	46.32272	24.19970	11106.0
26.88415	45.79678	24.49798	10909.9
27.09336	45.93863	23.40053	10962.2
27.29385	46.59599	24.48883	11208.1
27.49411	46.05105	23.64466	11004.3
27.76437	55.36689	10.43077	-3.3
27.90429	55.36689	10.43076	-1.5
28.10425	55.36689	10.43076	1.9
28.30387	55.36688	10.43077	1.5
28.50422	55.36688	10.43078	1.5
28.71398	55.36687	10.43078	2.0
28.90430	55.36687	10.43078	0.8
